U,V
29.60677650739955,3.034613026636599
29.792872959824795,2.9658023512875413
29.532420988231973,3.171492360044258
29.652804115828914,2.9096729804324823
29.58829821975896,2.7880738783868946
29.488147762593037,2.7338345211693866
29.485825673413643,2.864349197278832
29.422437088198013,2.9839615490503046
29.68777283702872,2.720777596985265
29.336260061848623,2.7365031680650436
29.774621910710326,2.825126380174142
29.376706241019,2.8597174495365767
29.52362409906202,2.9708414257607494
29.751810447974,2.5468846636760336
29.374608909516585,3.101473372826753
29.894550692008917,2.687638489339374
29.799845728140948,2.654641074313705
29.73004138702769,3.1518858328644512
29.253310759416642,3.0257681310725637
29.836640079251268,3.1059390838733947
29.311437010310744,3.2474499457330097
30.038048250721996,2.6665166567668965
29.290855441366677,2.635092697210588
29.380297843583854,2.5696979541330585
29.430310802408062,2.381425273004746
29.34505761841326,2.241755245200178
29.29632728760921,2.4482564927275963
29.54771842392809,2.643051275003355
29.488945301132386,3.071270181933208
29.900645932170182,3.2310003138647616
29.962715120435174,2.538557996677863
29.935496403611783,3.0204340993935865
29.630102024426257,2.524774106404948
29.693107699462296,3.2452338158886747
29.553898966202762,3.2701446505782066
29.430989826108583,3.228254084448757
29.892080564727394,2.9203294245435103
30.1271169153607,2.596676224317383
29.48820296161857,2.52017941081351
30.035069075252313,2.854987269161242
29.860243149455666,2.5651972372916614
29.189621241286744,2.3833784319709963
29.87953808552112,2.807644490752285
29.715556726319758,3.0400571366552747
29.824914617720854,3.307178861165454
29.665663289752175,2.366793769155631
29.201531888878396,2.6839952963073763
29.06664166675514,2.232722903662877
29.209008543913914,3.169982154817145
29.08323050621535,3.197166836429627
29.208933081207654,2.5391261931769336
29.134170935837357,3.296516100804368
29.11174651938988,2.4621376117685223
29.993181315695107,3.1156988714628646
29.574629044023872,2.271247764431372
29.124677836157034,3.096647856438132
29.82520144504412,2.4713170837901792
30.209291445508843,2.832521870113222
30.10905216189205,3.0561608250134853
29.46377966417511,2.2629780761904126
29.241610092342064,2.8775065375222137
29.54367176489984,2.380424890267392
28.998444639841825,3.0325696292443034
28.975445089395375,2.3520233674456605
29.40325339534617,3.3604386680720495
29.27811441931221,3.3501676150821638
29.393162507188123,2.1208452490961776
