U,V
24.621369833263508,-5.347585127959569
24.753965773893402,-5.301481215188609
24.466007234051737,-5.4427222448706845
24.54613284287004,-5.240083674163878
24.540913352602622,-5.102114536458956
24.664335523338096,-5.185158484918774
24.32597102968466,-5.425193463233671
24.43256114858897,-5.0942654604902735
24.54781632313268,-5.538572244236199
24.39274969359283,-5.322718426096868
24.263226263431232,-5.346442990680072
24.329241409920854,-5.129769615869031
24.699807880718737,-5.612074908514822
24.726570600726415,-5.420441794964339
24.824425222964795,-5.085660117003379
24.57810332332921,-5.4382697992047975
24.14501348916518,-5.392436745599837
24.88159589158052,-5.465423311173071
24.36952060067777,-5.532336928988801
24.47599644163655,-5.620251965530902
24.492716665989565,-4.994431838134167
24.813607974537184,-5.567186681037499
24.71446472038986,-5.011320280748365
24.611557337256944,-5.010850425661187
24.87545244699707,-4.947743520882318
24.20141654234533,-5.207636780305806
24.84243123751761,-5.247734392449479
24.40081765440055,-5.209239968921571
24.086192122861704,-5.306757265795956
24.235965151537282,-5.478905925153671
24.970787151383806,-5.077730226110429
24.042248146914726,-5.107759926477931
24.0071492060801,-5.414607249350326
24.595046984789683,-5.711342518611266
24.570592572926117,-4.917312262519609
25.137563970034094,-4.99513206829474
24.270502955948995,-5.607631117293289
25.286741724020168,-4.9557460061703225
24.679671748810218,-4.909370743541938
24.920024203327657,-4.822026955506825
24.518168496438054,-5.3527211174993
24.862042649376587,-5.364060526967371
24.18350124870799,-5.660010097224289
24.10103416754065,-5.717962074379437
24.36691652735321,-5.003530783153087
24.739483883825834,-4.825968110549473
23.95157494251485,-5.173343380082434
23.966486835612464,-5.28869530270953
24.471997389041956,-5.838456879389108
24.471867411588203,-5.73569877980953
24.13894566837536,-5.0502951500730395
24.781739981261637,-5.748178223055779
24.662770417810965,-5.506494669540768
24.55836991734987,-4.7278636284126065
23.85533649664188,-5.42612417969281
24.7620407151836,-4.677438380417769
24.104756398205293,-5.489740409370802
23.794482645599118,-5.224419561489738
24.40330454838253,-4.852408055447231
24.32766705451504,-5.746061333987046
25.019280674430732,-4.921170676946639
