U,V
23.441621117337725,2.8663257674993634
23.480757260325035,2.712022877401937
23.533719874838827,2.926503051580493
23.420465034104108,3.047161778835708
23.411912366449073,2.618628720214213
23.641072675107708,2.9392150250497107
23.64959094072275,2.809913926511248
23.272137907588682,3.173554396190415
23.77307888197974,2.8872395239636397
23.777551302777226,3.021114880240276
23.59001630204559,3.0647514142201793
23.86744262196012,2.9265882907085494
23.581558881267494,2.572826198169647
23.455805236709125,3.2434302278579032
23.72014327864721,2.631881548484298
23.9096322928785,2.8158646206159847
23.645564316691093,3.2523303657194766
23.89776780457284,2.6219156961989167
23.30062194784494,2.7153938118125804
23.36510505050366,2.47100338829679
23.630008698517848,2.7086110598184003
23.703868781908227,2.520691600055537
23.238757474407276,2.468164092904466
23.69697602473087,3.344071791820422
23.54907970638402,3.3138619303647907
23.58083827572435,2.426618326553509
23.785756768028186,3.169395956643193
23.5438401918032,2.8106476913384775
24.071223362225435,2.9215292052161494
23.674267408749717,3.1198132487966035
23.8575794015007,2.518187892294291
23.740493008977452,3.5204882474630494
23.10736191589032,2.3469607153229237
23.493837435541703,2.4881184669748926
23.788943829767952,2.734500349700575
23.778167547402074,2.3696147380643513
23.31206305561065,2.9291364282713666
23.89264754562542,2.3200740195539478
23.178347314453298,3.046696317181695
23.954584481361575,3.0043199233425604
23.270090628890458,2.612354331016814
23.392489550786337,2.3670373979503854
23.10315014245876,3.1719597715355476
23.86192114822481,2.1481675537448854
24.05097435967824,2.771443592077281
23.957479354304024,2.4905315211083803
23.50946403894387,2.3462720082811543
23.25349470231723,2.357400209022442
23.710610559074993,2.2170559797517857
23.185339145954494,2.176709567492132
23.894195869761184,3.1048682206768916
23.310099495239232,2.2318315070971018
23.96798957008562,2.152678535703064
24.181570942519567,2.8179899833409365
23.425768072752106,2.2480546017478797
23.95420328689548,2.7243582326221816
23.765309253800783,3.420918885755139
24.0031272696391,3.123259423474096
23.246121876664088,2.0709686859174514
23.574527024762347,3.1650646024521656
23.023390158905553,2.2830800965731104
23.87282149021001,3.495470428558395
23.06522104250224,2.149877154105001
24.17288529570192,2.6228164022335587
24.070235921170287,2.543194701543886
24.325020371815516,2.805142002938606
24.045483448999036,2.3982546158468985
23.358517722048592,2.117300241127335
23.903890286825312,2.034004782211298
24.05629670487018,2.658095819853388
23.3059934059746,2.8153366944577964
23.078360469890693,2.48359987083502
24.2883394934244,2.9240585505370795
23.741731025821743,2.0802021496024707
23.48325578827734,2.142837285869419
23.87214299885744,3.2603367333904387
24.08404242886228,2.1181517431186823
24.149471499639397,2.4691290610128593
24.14766811846497,2.270760427949549
24.256797161341776,2.349971528458436
23.301631833912502,3.2695763069253196
23.305777041915086,3.0368301635661155
23.99367760178996,2.290605474196788
23.46947656016347,2.0112467715604545
22.977107359511344,2.39974371802289
23.677527521835454,2.3554993993582514
24.04462580456573,3.332468330808979
24.064637291146358,3.2198026983978565
22.90047376353138,2.1553334904209684
24.265317792694184,2.533962822356415
22.92808742338692,2.4903548628418335
